Id,Mid,BPM,,,MusicJson,Musician,Acceleration,AniID,BridgeAniID
15303,100334,302,1,302,Rondo allegretto Op.168 No.1,,,,
15401,100335,300,1,300,Andante from Concerto No.21,Mozart,,,
15402,100335,316,1,316,Andante from Concerto No.21,,,,
15403,100335,332,1,332,Andante from Concerto No.21,,,,
15501,100345,80,0.25,320,Alles fuhlt der Liebe Freuden,Mozart,,,
15502,100345,84,0.25,336,Alles fuhlt der Liebe Freuden,,,,
15503,100345,88,0.25,352,Alles fuhlt der Liebe Freuden,,,,
15601,100346,95,0.25,380,Rondo in C Major Op.51 No.1,Beethoven,,,
15602,100346,99,0.25,396,Rondo in C Major Op.51 No.1,,,,
15603,100346,103,0.25,412,Rondo in C Major Op.51 No.1,,,,
15701,100347,120,0.5,240,Rondo alla Turca Op.68 No.3,Friedrich Burgnlueller,,,
15702,100347,128,0.5,256,Rondo alla Turca Op.68 No.3,,,,
15703,100347,136,0.5,272,Rondo alla Turca Op.68 No.3,,,,
15801,100351,70,0.25,280,Remembrance Op.68 No.28,Robert Schumann,,,
15802,100351,74,0.25,296,Remembrance Op.68 No.28,,,,
15803,100351,78,0.25,312,Remembrance Op.68 No.28,,,,
15901,100352,95,0.25,380,Old King Cole,English Folk Music,,,
15902,100352,99,0.25,396,Old King Cole,,,,
15903,100352,103,0.25,412,Old King Cole,,,,
16001,100353,150,0.5,300,String Quartet No.13 D.804,Schubert,,,
16002,100353,158,0.5,316,String Quartet No.13 D.804,,,,
16003,100353,166,0.5,332,String Quartet No.13 D.804,,,,
16101,100360,160,0.5,320,Anita's Dance,Grieg,,,
16102,100360,168,0.5,336,Anita's Dance,,,,
16103,100360,176,0.5,352,Anita's Dance,,,,
16201,100361,220,1,220,Chanson Triste Op.40 No.2,Tchaikovsky,,,
16202,100361,228,1,228,Chanson Triste Op.40 No.2,,,,
16203,100361,236,1,236,Chanson Triste Op.40 No.2,,,,
16301,100362,180,0.5,360,La Serenata,Gaetano Braga,,,
16302,100362,188,0.5,376,La Serenata,,,,
16303,100362,196,0.5,392,La Serenata,,,,
16401,100369,160,0.5,320,Valse Op.83 No.1,Auguste Durand,,,
16402,100369,168,0.5,336,Valse Op.83 No.1,,,,
16403,100369,176,0.5,352,Valse Op.83 No.1,,,,
16501,100370,90,0.25,360,Le Coucou,Louis-Claude Daquin,,,
16502,100370,94,0.25,376,Le Coucou,,,,
16503,100370,98,0.25,392,Le Coucou,,,,
16601,100359,230,1,230,Gavotte from Op.183 No.1,Carl Reinecke,,,
16602,100359,246,1,246,Gavotte from Op.183 No.1,,,,
16603,100359,262,1,262,Gavotte from Op.183 No.1,,,,
16701,100383,140,0.5,280,Courante HWV 440,Handel,,,
16702,100383,148,0.5,296,Courante HWV 440,,,,
16703,100383,156,0.5,312,Courante HWV 440,,,,
16801,100384,240,1,240,The Laughing Song,Johann Strauss II,,,
16802,100384,250,1,250,The Laughing Song,,,,
16803,100384,260,1,260,The Laughing Song,,,,
16901,100385,300,1,300,Sonata in d minor K.9,Scarlatti,,,
16902,100385,316,1,316,Sonata in d minor K.9,,,,
16903,100385,332,1,332,Sonata in d minor K.9,,,,
17001,100387,80,0.25,320,Serenata Op.15 No.1,Moszkowski,,,
17002,100387,84,0.25,336,Serenata Op.15 No.1,,,,
17003,100387,88,0.25,352,Serenata Op.15 No.1,,,,
17101,100388,190,0.5,380,Waltz in E flat Op.18 No.1,Chopin,,,
17102,100388,198,0.5,396,Waltz in E flat Op.18 No.1,,,,
17103,100388,206,0.5,412,Waltz in E flat Op.18 No.1,,,,
17201,100389,195,0.5,390,Murmuring Brook,Ede Poldini,,,
17202,100389,203,0.5,406,Murmuring Brook,,,,
17203,100389,211,0.5,422,Murmuring Brook,,,,
17301,100382,160,0.5,320,La Candeur Op.100 No.1,Friedrich Burgnlueller,,,
17302,100382,168,0.5,336,La Candeur Op.100 No.1,,,,
17303,100382,176,0.5,352,La Candeur Op.100 No.1,,,,
17401,100395,90,0.25,360,Sunflower Slow Drag,Scott Joplin,,,
17402,100395,94,0.25,376,Sunflower Slow Drag,,,,
17403,100395,98,0.25,392,Sunflower Slow Drag,,,,
17501,100396,95,0.25,380,Gavotte from Mignon,Ambroise Thomas,,,
17502,100396,97,0.25,388,Gavotte from Mignon,,,,
17503,100396,99,0.25,396,Gavotte from Mignon,,,,
17601,100404,160,0.5,320,A Concert Waltz,Scott Joplin,,,
17602,100404,168,0.5,336,A Concert Waltz,,,,
17603,100404,176,0.5,352,A Concert Waltz,,,,
17701,100405,95,0.25,380,The Song of the Robin,George W. Warren,,,
17702,100405,99,0.25,396,The Song of the Robin,,,,
17703,100405,103,0.25,412,The Song of the Robin,,,,
17801,100406,120,0.5,240,Entr'acte-Gavotte Op.13,Ernest Gillet,,,
17802,100406,124,0.5,248,Entr'acte-Gavotte Op.13,,,,
17803,100406,128,0.5,256,Entr'acte-Gavotte Op.13,,,,
17901,100414,90,0.25,360,The Easy Winners,Scott Joplin,,,
17902,100414,94,0.25,376,The Easy Winners,,,,
17903,100414,98,0.25,392,The Easy Winners,,,,
18001,100415,95,0.25,380,Sylvia-Pizzicato,Leo Delibes,,,
18002,100415,99,0.25,396,Sylvia-Pizzicato,,,,
18003,100415,103,0.25,412,Sylvia-Pizzicato,,,,
18101,100416,120,0.5,240,Gypsies Op.138 No.19,Stephen Heller,,,
18102,100416,128,0.5,256,Gypsies Op.138 No.19,,,,
18103,100416,136,0.5,272,Gypsies Op.138 No.19,,,,
18201,100417,140,0.5,280,A Real Slow Drag,Scott Joplin,,,
18202,100417,148,0.5,296,A Real Slow Drag,,,,
18203,100417,156,0.5,312,A Real Slow Drag,,,,
18301,100418,90,0.25,360,Cello Suite No.1 in G,J.S. Bach,,,
18302,100418,92,0.25,368,Cello Suite No.1 in G,,,,
18303,100418,94,0.25,376,Cello Suite No.1 in G,,,,
18401,100419,140,0.5,280,Sonata in E Major K.20,Scarlatti,,,
18402,100419,144,0.5,288,Sonata in E Major K.20,,,,
18403,100419,148,0.5,296,Sonata in E Major K.20,,,,
18501,100420,150,0.5,300,Coppelia-Waltz,Leo Delibes,,,
18502,100420,158,0.5,316,Coppelia-Waltz,,,,
18503,100420,166,0.5,332,Coppelia-Waltz,,,,
18601,100421,90,0.25,360,Two Part Invention No.8,J.S. Bach,,,
18602,100421,94,0.25,376,Two Part Invention No.8,,,,
18603,100421,98,0.25,392,Two Part Invention No.8,,,,
18701,100422,210,1,210,Petite Valse Op.10 No.2,Genari Karganov,,,
18702,100422,226,1,226,Petite Valse Op.10 No.2,,,,
18703,100422,242,1,242,Petite Valse Op.10 No.2,,,,
18801,100423,120,0.5,240,Canzonetta,Benjamin Godard,,,
18802,100423,128,0.5,256,Canzonetta,,,,
18803,100423,136,0.5,272,Canzonetta,,,,
18901,100424,85,0.25,340,Hungarian Dance No.7,Johannes Brahms,,,
18902,100424,89,0.25,356,Hungarian Dance No.7,,,,
18903,100424,93,0.25,372,Hungarian Dance No.7,,,,
19001,100425,270,1,270,Thine Alone Op.54,Gustav Lange,,,
19002,100425,286,1,286,Thine Alone Op.54,,,,
19003,100425,302,1,302,Thine Alone Op.54,,,,
19101,100443,85,0.25,340,Something Doing,Scott Joplin,,,
19102,100443,89,0.25,356,Something Doing,,,,
19103,100443,93,0.25,372,Something Doing,,,,
19201,100444,90,0.25,360,Sonatina Op.20 No.1 Mvt.3,Kuhlau,,,
19202,100444,92,0.25,368,Sonatina Op.20 No.1 Mvt.3,,,,
19203,100444,94,0.25,376,Sonatina Op.20 No.1 Mvt.3,,,,
19301,100445,95,0.25,380,Suite BWV 1012-3.Courante,J.S. Bach,,,
19302,100445,99,0.25,396,Suite BWV 1012-3.Courante,,,,
19303,100445,103,0.25,412,Suite BWV 1012-3.Courante,,,,
19401,100446,90,0.25,360,The Parade Of The Tin Soldiers,Leon Jessel,,,
19402,100446,94,0.25,376,The Parade Of The Tin Soldiers,,,,
19403,100446,98,0.25,392,The Parade Of The Tin Soldiers,,,,
19501,100447,120,0.5,240,Lieder Op.52 No.7,Beethoven,,,
19502,100447,128,0.5,256,Lieder Op.52 No.7,,,,
19503,100447,136,0.5,272,Lieder Op.52 No.7,,,,
19601,100448,160,0.5,320,Entry Of The Gladiators,Julius Fucik,,,
19602,100448,168,0.5,336,Entry Of The Gladiators,,,,
19603,100448,176,0.5,352,Entry Of The Gladiators,,,,
19701,100449,85,0.25,340,Swipesy Cakewalk,Scott Joplin,,,
19702,100449,87,0.25,348,Swipesy Cakewalk,,,,
19703,100449,89,0.25,356,Swipesy Cakewalk,,,,
19801,100450,90,0.25,360,Polka Op.39 No.14,Tchaikovsky,,,
19802,100450,92,0.25,368,Polka Op.39 No.14,,,,
19803,100450,94,0.25,376,Polka Op.39 No.14,,,,
19901,100451,150,0.5,300,Sonata in C Major K309 Mvt.1,Mozart,,,
19902,100451,154,0.5,308,Sonata in C Major K309 Mvt.1,,,,
19903,100451,158,0.5,316,Sonata in C Major K309 Mvt.1,,,,
20001,100452,160,0.5,320,Sonatina Op.36-2 Mvt.3,Clementi,,,
20002,100452,168,0.5,336,Sonatina Op.36-2 Mvt.3,,,,
20003,100452,176,0.5,352,Sonatina Op.36-2 Mvt.3,,,,
20101,100453,120,0.5,240,Impromptu Op.142 No.3,Schubert,,,
20102,100453,128,0.5,256,Impromptu Op.142 No.3,,,,
20103,100453,136,0.5,272,Impromptu Op.142 No.3,,,,
20201,100454,230,1,230,Italian Song Op.39 No.15,Tchaikovsky,,,
20202,100454,238,1,238,Italian Song Op.39 No.15,,,,
20203,100454,246,1,246,Italian Song Op.39 No.15,,,,
20301,100455,150,0.5,300,Cabaletta Op.83,Theodore Lack,,,
20302,100455,158,0.5,316,Cabaletta Op.83,,,,
20303,100455,166,0.5,332,Cabaletta Op.83,,,,
20401,100456,100,0.25,400,Etude Op.25 No.9,Chopin,,,
20402,100456,102,0.25,408,Etude Op.25 No.9,,,,
20403,100456,104,0.25,416,Etude Op.25 No.9,,,,
20501,100457,240,1,240,Tempo di Ballo,Scarlatti,,,
20502,100457,248,1,248,Tempo di Ballo,,,,
20503,100457,256,1,256,Tempo di Ballo,,,,
70001,100458,210,1,210,Endure,Ivan Castro,,,
70002,100458,212,1,212,Endure,,,,
70003,100458,214,1,214,Endure,,,,
70101,100459,85,0.25,340,Rage In Joyful C,Clack Chen,,,
70102,100459,87,0.25,348,Rage In Joyful C,,,,
70103,100459,89,0.25,356,Rage In Joyful C,,,,
70201,100460,100,0.5,200,Symphony No.94 Mvt.2,Haydn,,,
70202,100460,102,0.5,204,Symphony No.94 Mvt.2,,,,
70203,100460,104,0.5,208,Symphony No.94 Mvt.2,,,,
70301,100461,115,0.5,230,Four Seasons - Autumn,Antonio Vivaldi,,,
70302,100461,119,0.5,238,Four Seasons - Autumn,,,,
70303,100461,123,0.5,246,Four Seasons - Autumn,,,,
70401,100462,170,0.5,340,Tarantella Napoletana,Italian Folk Music,,,
70402,100462,178,0.5,356,Tarantella Napoletana,,,,
70403,100462,186,0.5,372,Tarantella Napoletana,,,,
70501,100463,150,0.5,300,Bolero,Ravel,,,
70502,100463,154,0.5,308,Bolero,,,,
70503,100463,158,0.5,316,Bolero,,,,
70601,100464,160,0.5,320,Toccatta in D minor,J.S. Bach,,,
70602,100464,164,0.5,328,Toccatta in D minor,,,,
70603,100464,168,0.5,336,Toccatta in D minor,,,,
70701,100465,200,1,200,Morning Mood,Grieg,,,
70702,100465,208,1,208,Morning Mood,,,,
70703,100465,216,1,216,Morning Mood,,,,
70801,100466,170,0.5,340,Symphony No.5 Mvt.1,Beethoven,,,
70802,100466,174,0.5,348,Symphony No.5 Mvt.1,,,,
70803,100466,178,0.5,356,Symphony No.5 Mvt.1,,,,
70901,100467,100,0.5,200,Traumerei Op.15 No.7,Robert Schumann,,,
70902,100467,108,0.5,216,Traumerei Op.15 No.7,,,,
70903,100467,116,0.5,232,Traumerei Op.15 No.7,,,,
71001,100468,120,0.5,240,Clouds Chasing The Moon,Chinese Folk Music,,,
71002,100468,124,0.5,248,Clouds Chasing The Moon,,,,
71003,100468,128,0.5,256,Clouds Chasing The Moon,,,,
71101,100469,200,1,200,Moonlight Sonata Mvt.2,Beethoven,,,
71102,100469,208,1,208,Moonlight Sonata Mvt.2,,,,
71103,100469,216,1,216,Moonlight Sonata Mvt.2,,,,
71201,100442,180,1,180,Moonlight Sonata Mvt.1,Beethoven,,,
71202,100442,188,1,188,Moonlight Sonata Mvt.1,,,,
71203,100442,196,1,196,Moonlight Sonata Mvt.1,,,,
71301,100437,160,0.5,320,If You Were By My Side,Chen-Chen Ho,,,
71302,100437,160,0.5,320,If You Were By My Side,,,,
71303,100437,160,0.5,320,If You Were By My Side,,,,
71401,100438,120,0.5,240,The Steadfast Palm Grass,You Xue-zhi,,,
71402,100438,120,0.5,240,The Steadfast Palm Grass,,,,
71403,100438,120,0.5,240,The Steadfast Palm Grass,,,,
71501,100439,100,0.5,200,Tears,The Daydream,,,
71502,100439,100,0.5,200,Tears,,,,
71503,100439,100,0.5,200,Tears,,,,
71601,100440,155,0.5,310,Song Of The Stream,Firefly,,,
71602,100440,155,0.5,310,Song Of The Stream,,,,
71603,100440,155,0.5,310,Song Of The Stream,,,,
71701,100441,120,0.5,240,Stepping On The Rainy Street,The Daydream,,,
71702,100441,120,0.5,240,Stepping On The Rainy Street,,,,
71703,100441,120,0.5,240,Stepping On The Rainy Street,,,,
71801,100432,75,0.25,300,Sitting Next To You,Handsome,,,
71802,100432,75,0.25,300,Sitting Next To You,,,,
71803,100432,75,0.25,300,Sitting Next To You,,,,
71901,100433,60,0.25,240,Build The Dream,Shih Che Huang,,,
71902,100433,60,0.25,240,Build The Dream,,,,
71903,100433,130,0.5,260,Build The Dream,,,,
72001,100434,130,0.5,260,The Truth That You Leave,Pianoboy,,,
72002,100434,130,0.5,260,The Truth That You Leave,,,,
72003,100434,130,0.5,260,The Truth That You Leave,,,,
72101,100435,115,0.5,230,The Way To Get You,Sean,,,
72102,100435,115,0.5,230,The Way To Get You,,,,
72103,100435,115,0.5,230,The Way To Get You,,,,
72201,100436,70,0.25,280,Maxbay Went Away,Pi,,,
72202,100436,70,0.25,280,Maxbay Went Away,,,,
72203,100436,70,0.25,280,Maxbay Went Away,,,,
72301,100427,120,0.5,240,Birthday Song,Adapted by Pi,,,
72302,100427,120,0.5,240,Birthday Song,,,,
72303,100427,120,0.5,240,Birthday Song,,,,
72401,100428,100,0.5,200,Piano Tiles,Congfei Wei,,,
72402,100428,100,0.5,200,Piano Tiles,,,,
72403,100428,100,0.5,200,Piano Tiles,,,,
72501,100431,120,0.5,240,Pour Chopin,The Daydream,,,
72502,100431,120,0.5,240,Pour Chopin,,,,
72503,100431,120,0.5,240,Pour Chopin,,,,
72601,100430,110,0.5,220,Solitary Awakening,Kyrene,,,
72602,100430,110,0.5,220,Solitary Awakening,,,,
72603,100430,110,0.5,220,Solitary Awakening,,,,
72701,100429,130,0.5,260,Dance Of Fireflies,Firefly,,,
72702,100429,130,0.5,260,Dance Of Fireflies,,,,
72703,100429,130,0.5,260,Dance Of Fireflies,,,,
72801,100426,82,0.5,164,Forest Of Blocks,Congfei Wei,,,
72802,100426,82,0.5,164,Forest Of Blocks,,,,
72803,100426,82,0.5,164,Forest Of Blocks,,,,
72901,190000,140,0.5,280,Manual of Youth,TFBOYS,,,
72902,190000,142,0.5,284,Manual of Youth,TFBOYS,,,
72903,190000,144,0.5,288,Manual of Youth,TFBOYS,,,
73001,100323,120,0.5,240,London Bridge Is Falling Down,English Folk Music,,,
73002,100323,128,0.5,256,London Bridge Is Falling Down,,,,
73003,100323,136,0.5,272,London Bridge Is Falling Down,,,,
73101,100163,180,1,180,Londonderry Air,Ireland Folk Music,,,
73102,100163,200,1,200,Londonderry Air,,,,
73103,100163,210,1,210,Londonderry Air,,,,
73201,100320,120,0.5,240,Bella Ciao,Italian Folk Music,,,
73202,100320,128,0.5,256,Bella Ciao,,,,
73203,100320,136,0.5,272,Bella Ciao,,,,
73301,100053,65,0.25,260,Fur Elise,Beethoven,,,
73302,100053,67,0.25,268,Fur Elise,,,,
73303,100053,70,0.25,280,Fur Elise,,,,
73401,100182,60,0.25,240,Evening song of the Fisherman,Chinese Folk Music,,,
73402,100182,63,0.25,252,Evening song of the Fisherman,,,,
73403,100182,65,0.25,260,Evening song of the Fisherman,,,,
73501,100152,45,0.25,180,Etude Op.10 No.3,Chopin,,,
73502,100152,53,0.25,212,Etude Op.10 No.3,,,,
73503,100152,63,0.25,252,Etude Op.10 No.3,,,,
73601,100257,140,0.5,280,Voices Of Spring Waltz,Johann Strauss II,,,
73602,100257,148,0.5,296,Voices Of Spring Waltz,,,,
73603,100257,156,0.5,312,Voices Of Spring Waltz,,,,
73701,100412,85,0.25,340,Interplanetary Wandering,Chen-Chen Ho,,,
73702,100412,85,0.25,340,Interplanetary Wandering,,,,
73703,100412,85,0.25,340,Interplanetary Wandering,,,,
73801,100413,100,0.5,200,Dayung Sampan,Indonesian Folk Song,,,
73802,100413,101,0.5,202,Dayung Sampan,,,,
73803,100413,102,0.5,204,Dayung Sampan,,,,
73901,100407,130,0.5,260,Waltz Op.64 No.2,Chopin,,,
73902,100407,134,0.5,268,Waltz Op.64 No.2,,,,
73903,100407,138,0.5,276,Waltz Op.64 No.2,,,,
74001,100398,95,0.25,380,Tico-Tico no Fuba,Zequinha de Abreu,,,
74002,100398,99,0.25,396,Tico-Tico no Fuba,,,,
74003,100398,103,0.25,412,Tico-Tico no Fuba,,,,
74101,100408,150,0.5,300,Turkey in the Straw,American Folk Music,,,
74102,100408,158,0.5,316,Turkey in the Straw,,,,
74103,100408,166,0.5,332,Turkey in the Straw,,,,
74201,100410,70,0.25,280,Sonata Pathetique Mvt.2,Beethoven,,,
74202,100410,74,0.25,296,Sonata Pathetique Mvt.2,,,,
74203,100410,78,0.25,312,Sonata Pathetique Mvt.2,,,,
74301,100397,60,0.25,240,Nessun Dorma,Giacomo Puccini,,,
74302,100397,65,0.25,260,Nessun Dorma,,,,
74303,100397,70,0.25,280,Nessun Dorma,,,,
74401,100403,122,0.5,244,Thief In The Night,Craig David,,,
74402,100403,122,0.5,244,Thief In The Night,,,,
74403,100403,122,0.5,244,Thief In The Night,,,,
74501,100399,130,0.5,260,March of the Dwarfs,Grieg,,,
74502,100399,138,0.5,276,March of the Dwarfs,,,,
74503,100399,146,0.5,292,March of the Dwarfs,,,,
74601,100400,95,0.25,380,Rondo Toccata Op.60 No.4,Kabalevsky,,,
74602,100400,97,0.25,388,Rondo Toccata Op.60 No.4,,,,
74603,100400,99,0.25,396,Rondo Toccata Op.60 No.4,,,,
74701,100401,170,0.5,340,Pavane Op.50,Faure,,,
74702,100401,178,0.5,356,Pavane Op.50,,,,
74703,100401,186,0.5,372,Pavane Op.50,,,,
74801,100402,150,0.5,300,Everything,Europa Huang,,,
74802,100402,154,0.5,308,Everything,,,,
74803,100402,158,0.5,316,Everything,,,,
74901,100390,150,0.5,300,L'Arlesienne Suite No.1 Prelude,Bizet,,,
74902,100390,155,0.5,310,L'Arlesienne Suite No.1 Prelude,,,,
74903,100390,160,0.5,320,L'Arlesienne Suite No.1 Prelude,,,,
75001,100392,330,1,330,Little Prince,Europa Huang,,,
75002,100392,346,1,346,Little Prince,,,,
75003,100392,362,1,362,Little Prince,,,,
75101,100374,130,0.5,260,To a Wild Rose Op.51 No.1,Edward MacDowell,,,
75102,100374,70,0.25,280,To a Wild Rose Op.51 No.1,,,,
75103,100374,74,0.25,296,To a Wild Rose Op.51 No.1,,,,
75201,100394,120,0.5,240,Narrate,Jin Shi,,,
75202,100394,124,0.5,248,Narrate,,,,
75203,100394,128,0.5,256,Narrate,,,,
75301,100376,120,0.5,240,Dark Side,Kelly Clarkson,,,
75302,100376,120,0.5,240,Dark Side,,,,
75303,100376,120,0.5,240,Dark Side,,,,
75401,100379,70,0.25,280,Best Of Me,Daniel Powter,,,
75402,100379,70,0.25,280,Best Of Me,,,,
75403,100379,70,0.25,280,Best Of Me,,,,
75501,100378,83,0.25,332,Feeling A Moment,Feeder,,,
75502,100378,83,0.25,332,Feeling A Moment,,,,
75503,100378,83,0.25,332,Feeling A Moment,,,,
75601,100377,72,0.25,288,Chances Are,Lee Ann Womack,,,
75602,100377,72,0.25,288,Chances Are,,,,
75603,100377,72,0.25,288,Chances Are,,,,
75701,100380,119,0.5,238,Mad World,Tears For Fears,,,
75702,100380,119,0.5,238,Mad World,,,,
75703,100380,119,0.5,238,Mad World,,,,
75801,100381,150,0.5,300,Mama Kin,Guns N'Roses,,,
75802,100381,150,0.5,300,Mama Kin,,,,
75803,100381,150,0.5,300,Mama Kin,,,,
75901,100342,70,0.25,280,Free Loop,Daniel Powter,,,
75902,100342,70,0.25,280,Free Loop,,,,
75903,100342,70,0.25,280,Free Loop,,,,
76001,100343,120,0.5,240,Try,P!nk,,,
76002,100343,120,0.5,240,Try,,,,
76003,100343,120,0.5,240,Try,,,,
76101,100344,80,0.25,320,Bad Day,Daniel Powter,,,
76102,100344,80,0.25,320,Bad Day,,,,
76103,100344,80,0.25,320,Bad Day,,,,
76201,100386,57,0.25,228,Melody of the Night No.5,Jin Shi,,,
76202,100386,58,0.25,232,Melody of the Night No.5,,,,
76203,100386,59,0.25,236,Melody of the Night No.5,,,,
76301,100371,160,0.5,320,L'Arlesienne Suite No.1 Minuetto,Bizet,,,
76302,100371,168,0.5,336,L'Arlesienne Suite No.1 Minuetto,,,,
76303,100371,176,0.5,352,L'Arlesienne Suite No.1 Minuetto,,,,
76401,100373,150,0.5,300,This Old Man He Played One,English Folk Music,,,
76402,100373,158,0.5,316,This Old Man He Played One,,,,
76403,100373,166,0.5,332,This Old Man He Played One,,,,
76501,100375,107,0.25,428,Toot - toot Song,Europa Huang,,,
76502,100375,109,0.25,436,Toot - toot Song,,,,
76503,100375,111,0.25,444,Toot - toot Song,,,,
76601,100363,300,1,300,The Muffin Man,English Folk Music,,,
76602,100363,316,1,316,The Muffin Man,,,,
76603,100363,160,0.5,320,The Muffin Man,,,,
76701,100356,140,0.5,280,Schon Rosmarin Op.55 No.4,Fritz Kreisler,,,
76702,100356,148,0.5,296,Schon Rosmarin Op.55 No.4,,,,
76703,100356,156,0.5,312,Schon Rosmarin Op.55 No.4,,,,
76801,100357,145,0.5,290,Riverside Bicycling,Wu Judy Chin - tai,,,
76802,100357,149,0.5,298,Riverside Bicycling,,,,
76803,100357,153,0.5,306,Riverside Bicycling,,,,
76901,100358,150,0.5,300,Spirits Of The Wetlands,Wu Judy Chin - tai,,,
76902,100358,152,0.5,304,Spirits Of The Wetlands,,,,
76903,100358,154,0.5,308,Spirits Of The Wetlands,,,,
77001,100367,190,0.5,380,Garland Waltz,Tchaikovsky,,,
77002,100367,194,0.5,388,Garland Waltz,,,,
77003,100367,198,0.5,396,Garland Waltz,,,,
77101,100368,300,1,300,The Bear Went Over The Mountain,English Folk Music,,,
77102,100368,316,1,316,The Bear Went Over The Mountain,,,,
77103,100368,332,1,332,The Bear Went Over The Mountain,,,,
77201,100336,140,0.5,280,The Whisper Of West Wind,Zi Huang,,,
77202,100336,148,0.5,296,The Whisper Of West Wind,,,,
77203,100336,156,0.5,312,The Whisper Of West Wind,,,,
77301,100338,103,0.25,412,Sonata for Two Pianos K448,Mozart,,,
77302,100338,94,0.25,376,Sonata for Two Pianos K448,,,,
77303,100338,96,0.25,384,Sonata for Two Pianos K448,,,,
77401,100339,150,0.5,300,Old MacDonald Had a Farm,American Folk Music,,,
77402,100339,158,0.5,316,Old MacDonald Had a Farm,,,,
77403,100339,166,0.5,332,Old MacDonald Had a Farm,,,,
77501,100341,140,0.5,280,The More We Get Together,American Folk Music,,,
77502,100341,148,0.5,296,The More We Get Together,,,,
77503,100341,156,0.5,312,The More We Get Together,,,,
77601,100350,160,0.5,320,Elves of Night,Wu Judy Chin - tai,,,
77602,100350,164,0.5,328,Elves of Night,,,,
77603,100350,168,0.5,336,Elves of Night,,,,
77701,100327,150,0.5,300,Bella Figlia Dell'Amore,Giuseppe Verdi,,,
77702,100327,158,0.5,316,Bella Figlia Dell'Amore,,,,
77703,100327,80,0.25,320,Bella Figlia Dell'Amore,,,,
77801,100329,180,0.5,360,Clair de Lune,Claude Debussy,,,
77802,100329,188,0.5,376,Clair de Lune,,,,
77803,100329,196,0.5,392,Clair de Lune,,,,
77901,100330,83,0.25,332,Csardas,Vittorio Monti,,,
77902,100330,78,0.25,312,Csardas,,,,
77903,100330,78,0.25,312,Csardas,,,,
78001,100332,160,0.5,320,Ten Little Indians,American Folk Music,,,
78002,100332,168,0.5,336,Ten Little Indians,,,,
78003,100332,176,0.5,352,Ten Little Indians,,,,
78101,100318,160,0.5,320,Spinner,Russian Folk Music,,,
78102,100318,168,0.5,336,Spinner,,,,
78103,100318,176,0.5,352,Spinner,,,,
78201,100321,100,0.25,400,Two Minute Rhapsody,David Lan Yiduo,,,
78202,100321,104,0.25,416,Two Minute Rhapsody,,,,
78203,100321,108,0.25,432,Two Minute Rhapsody,,,,
78301,100311,150,0.5,300,Old Black Joe,Stephen C. Foster,,,
78302,100311,158,0.5,316,Old Black Joe,,,,
78303,100311,166,0.5,332,Old Black Joe,,,,
78401,100312,130,0.5,260,Polonaise Op.40 No.1,Chopin,,,
78402,100312,138,0.5,276,Polonaise Op.40 No.1,,,,
78403,100312,146,0.5,292,Polonaise Op.40 No.1,,,,
78501,100313,250,1,250,Drei Intermezzi,Johannes Brahms,,,
78502,100313,266,1,266,Drei Intermezzi,,,,
78503,100313,282,1,282,Drei Intermezzi,,,,
78601,100314,300,1,300,Longing for Spring K596,Mozart,,,
78602,100314,316,1,316,Longing for Spring K596,,,,
78603,100314,332,1,332,Longing for Spring K596,,,,
78701,100300,170,0.5,340,The Holy City,Stephen Adams,,,
78702,100300,178,0.5,356,The Holy City,,,,
78703,100300,186,0.5,372,The Holy City,,,,
78801,100301,220,1,220,The day of resurrection,Gesangbuch Wurttemberg,,,
78802,100301,236,1,236,The day of resurrection,,,,
78803,100301,252,1,252,The day of resurrection,,,,
78901,100302,150,0.5,300,Jesus Christ is risen today,John Worgan,,,
78902,100302,158,0.5,316,Jesus Christ is risen today,,,,
78903,100302,166,0.5,332,Jesus Christ is risen today,,,,
79001,100303,250,1,250,Thine is the Glory,Handel,,,
79002,100303,266,1,266,Thine is the Glory,,,,
79003,100303,282,1,282,Thine is the Glory,,,,
79101,100304,120,0.5,240,When He cometh,George F.Root,,,
79102,100304,128,0.5,256,When He cometh,,,,
79103,100304,136,0.5,272,When He cometh,,,,
79201,100305,150,0.5,300,Thanks to god,August Ludvig Storm,,,
79202,100305,158,0.5,316,Thanks to god,,,,
79203,100305,166,0.5,332,Thanks to god,,,,
79301,100291,370,1,370,Singing I go,William J.Kirkpatrick,,,
79302,100291,386,1,386,Singing I go,,,,
79303,100291,402,1,402,Singing I go,,,,
79401,100292,180,0.5,360,Country Dances,Mozart,,,
79402,100292,188,0.5,376,Country Dances,,,,
79403,100292,196,0.5,392,Country Dances,,,,
79501,100293,190,0.5,380,La Styrienne,F. Burgmuller,,,
79502,100293,198,0.5,396,La Styrienne,,,,
79503,100293,206,0.5,412,La Styrienne,,,,
79601,100294,330,1,330,Cantata No.147,J.S. Bach,,,
79602,100294,346,1,346,Cantata No.147,,,,
79603,100294,362,1,362,Cantata No.147,,,,
79701,100295,170,0.5,340,Waltz Op.39 No.15,Johannes Brahms,,,
79702,100295,178,0.5,356,Waltz Op.39 No.15,,,,
79703,100295,186,0.5,372,Waltz Op.39 No.15,,,,
79801,100296,180,0.5,360,Sonata K570 Mvt.3,Mozart,,,
79802,100296,188,0.5,376,Sonata K570 Mvt.3,,,,
79803,100296,196,0.5,392,Sonata K570 Mvt.3,,,,
