Id,Mid,BPM,,Ratio,MusicJson,Musician,Acceleration,AniID,BridgeAniID
15402,100281,218,0.5,436,Soldaten Marsch,,,,
15403,100281,226,0.5,452,Soldaten Marsch,,,,
15501,100262,150,0.5,300,The Hebrides Overture,Mendelssohn,,,
15502,100262,158,0.5,316,The Hebrides Overture,,,,
15503,100262,166,0.5,332,The Hebrides Overture,,,,
15601,100261,160,0.5,320,Carol of the Bells,Ukrainian Carol,,,
15602,100261,168,0.5,336,Carol of the Bells,,,,
15603,100261,176,0.5,352,Carol of the Bells,,,,
15701,100224,98,0.25,392,Prelude Op.12 No.7,Sergei Prokofiev,,,
15702,100224,100,0.25,400,Prelude Op.12 No.7,,,,
15703,100224,102,0.25,408,Prelude Op.12 No.7,,,,
15801,100264,150,0.5,300,"Home, Sweet home",Scotland Folk Music,,,
15802,100264,158,0.5,316,"Home, Sweet home",,,,
15803,100264,166,0.5,332,"Home, Sweet home",,,,
15901,100265,170,0.5,340,Mazurka Op.39 No.11,Tchaikovsky,,,
15902,100265,178,0.5,356,Mazurka Op.39 No.11,,,,
15903,100265,186,0.5,372,Mazurka Op.39 No.11,,,,
16001,100298,190,0.5,380,The music box,Ede Poldini,,,
16002,100298,198,0.5,396,The music box,,,,
16003,100298,206,0.5,412,The music box,,,,
16101,100276,130,0.5,260,Old Folks at Home,American Folk Music,,,
16102,100276,138,0.5,276,Old Folks at Home,,,,
16103,100276,146,0.5,292,Old Folks at Home,,,,
16201,100277,150,0.5,300,Troika E Major,Tchaikovsky,,,
16202,100277,158,0.5,316,Troika E Major,,,,
16203,100277,166,0.5,332,Troika E Major,,,,
16301,100278,300,1,300,Hunting Song,Mendelssohn,,,
16302,100278,316,1,316,Hunting Song,,,,
16303,100278,332,1,332,Hunting Song,,,,
16401,100279,110,0.5,220,Fall,Clack Chen,,,
16402,100279,115,0.5,230,Fall,,,,
16403,100279,120,0.5,240,Fall,,,,
16501,100280,320,1,320,Romance,D. Auber,,,
16502,100280,330,1,330,Romance,,,,
16503,100280,340,1,340,Romance,,,,
16601,100308,100,0.25,400,Elite Syncopations,Scott Joplin,,,
16602,100308,104,0.25,416,Elite Syncopations,,,,
16603,100308,108,0.25,432,Elite Syncopations,,,,
16701,100288,130,0.5,260,Non Piu Andrai,Mozart,,,
16702,100288,138,0.5,276,Non Piu Andrai,,,,
16703,100288,146,0.5,292,Non Piu Andrai,,,,
16801,100289,150,0.5,300,"Long, Long Ago",Thomas Haynes Bayly,,,
16802,100289,158,0.5,316,"Long, Long Ago",,,,
16803,100289,166,0.5,332,"Long, Long Ago",,,,
16901,100290,160,0.5,320,Rondo A Major,Johann Baptist Vanhal,,,
16902,100290,168,0.5,336,Rondo A Major,,,,
16903,100290,176,0.5,352,Rondo A Major,,,,
17001,100297,150,0.5,300,March from Norma,Vincenzo Bellini,,,
17002,100297,158,0.5,316,March from Norma,,,,
17003,100297,166,0.5,332,March from Norma,,,,
17101,100299,260,1,260,Barcarolle d'Hoffmann,Jacques Offenbach,,,
17102,100299,276,1,276,Barcarolle d'Hoffmann,,,,
17103,100299,292,1,292,Barcarolle d'Hoffmann,,,,
17201,100316,190,0.5,380,Magnetic Rag,Scott Joplin,,,
17202,100316,198,0.5,396,Magnetic Rag,,,,
17203,100316,206,0.5,412,Magnetic Rag,,,,
17301,100306,150,0.5,300,Restless Galop,L. Streabbog,,,
17302,100306,158,0.5,316,Restless Galop,,,,
17303,100306,166,0.5,332,Restless Galop,,,,
17401,100307,150,0.5,300,Prelude in g minor BWV930,J.S. Bach,,,
17402,100307,158,0.5,316,Prelude in g minor BWV930,,,,
17403,100307,166,0.5,332,Prelude in g minor BWV930,,,,
17501,100326,100,0.25,400,Wiener March,Czerny,,,
17502,100326,104,0.25,416,Wiener March,,,,
17503,100326,108,0.25,432,Wiener March,,,,
17601,100315,150,0.5,300,Andante from Orfeo ed Euridice,C.W.von.Gluck,,,
17602,100315,158,0.5,316,Andante from Orfeo ed Euridice,,,,
17603,100315,166,0.5,332,Andante from Orfeo ed Euridice,,,,
17701,100317,350,1,350,Starlight Waltz,C.S. Brainard,,,
17702,100317,366,1,366,Starlight Waltz,,,,
17703,100317,382,1,382,Starlight Waltz,,,,
17801,100346,95,0.25,380,Rondo in C Major Op.51 No.1,Beethoven,,,
17802,100346,99,0.25,396,Rondo in C Major Op.51 No.1,,,,
17803,100346,103,0.25,412,Rondo in C Major Op.51 No.1,,,,
17901,100324,130,0.5,260,Les Sylphes,Georges Bachmann,,,
17902,100324,138,0.5,276,Les Sylphes,,,,
17903,100324,146,0.5,292,Les Sylphes,,,,
18001,100325,280,1,280,Va pensiero,Giuseppe Verdi,,,
18002,100325,296,1,296,Va pensiero,,,,
18003,100325,312,1,312,Va pensiero,,,,
18101,100352,95,0.25,380,Old King Cole,English Folk Music,,,
18102,100352,99,0.25,396,Old King Cole,,,,
18103,100352,103,0.25,412,Old King Cole,,,,
18201,100333,170,0.5,340,Emperor Waltz Op.437,Johann Strauss II,,,
18202,100333,178,0.5,356,Emperor Waltz Op.437,,,,
18203,100333,186,0.5,372,Emperor Waltz Op.437,,,,
18301,100334,270,1,270,Rondo allegretto Op.168 No.1,Diabelli,,,
18302,100334,286,1,286,Rondo allegretto Op.168 No.1,,,,
18303,100334,302,1,302,Rondo allegretto Op.168 No.1,,,,
18401,100335,300,1,300,Andante from Concerto No.21,Mozart,,,
18402,100335,316,1,316,Andante from Concerto No.21,,,,
18403,100335,332,1,332,Andante from Concerto No.21,,,,
18501,100347,120,0.5,240,Rondo alla Turca Op.68 No.3,Friedrich Burgnlueller,,,
18502,100347,128,0.5,256,Rondo alla Turca Op.68 No.3,,,,
18503,100347,136,0.5,272,Rondo alla Turca Op.68 No.3,,,,
18601,100345,80,0.25,320,Alles fuhlt der Liebe Freuden,Mozart,,,
18602,100345,84,0.25,336,Alles fuhlt der Liebe Freuden,,,,
18603,100345,88,0.25,352,Alles fuhlt der Liebe Freuden,,,,
18701,100388,190,0.5,380,Waltz in E flat Op.18 No.1,Chopin,,,
18702,100388,198,0.5,396,Waltz in E flat Op.18 No.1,,,,
18703,100388,206,0.5,412,Waltz in E flat Op.18 No.1,,,,
18801,100351,70,0.25,280,Remembrance Op.68 No.28,Robert Schumann,,,
18802,100351,74,0.25,296,Remembrance Op.68 No.28,,,,
18803,100351,78,0.25,312,Remembrance Op.68 No.28,,,,
18901,100353,150,0.5,300,String Quartet No.13 D.804,Schubert,,,
18902,100353,158,0.5,316,String Quartet No.13 D.804,,,,
18903,100353,166,0.5,332,String Quartet No.13 D.804,,,,
19001,100389,195,0.5,390,Murmuring Brook,Ede Poldini,,,
19002,100389,203,0.5,406,Murmuring Brook,,,,
19003,100389,211,0.5,422,Murmuring Brook,,,,
19101,100360,160,0.5,320,Anita's Dance,Grieg,,,
19102,100360,168,0.5,336,Anita's Dance,,,,
19103,100360,176,0.5,352,Anita's Dance,,,,
19201,100361,220,1,220,Chanson Triste Op.40 No.2,Tchaikovsky,,,
19202,100361,228,1,228,Chanson Triste Op.40 No.2,,,,
19203,100361,236,1,236,Chanson Triste Op.40 No.2,,,,
19301,100362,180,0.5,360,La Serenata,Gaetano Braga,,,
19302,100362,188,0.5,376,La Serenata,,,,
19303,100362,196,0.5,392,La Serenata,,,,
19401,100369,160,0.5,320,Valse Op.83 No.1,Auguste Durand,,,
19402,100369,168,0.5,336,Valse Op.83 No.1,,,,
19403,100369,176,0.5,352,Valse Op.83 No.1,,,,
19501,100370,90,0.25,360,Le Coucou,Louis-Claude Daquin,,,
19502,100370,94,0.25,376,Le Coucou,,,,
19503,100370,98,0.25,392,Le Coucou,,,,
19601,100359,230,1,230,Gavotte from Op.183 No.1,Carl Reinecke,,,
19602,100359,246,1,246,Gavotte from Op.183 No.1,,,,
19603,100359,262,1,262,Gavotte from Op.183 No.1,,,,
19701,100383,140,0.5,280,Courante HWV 440,Handel,,,
19702,100383,148,0.5,296,Courante HWV 440,,,,
19703,100383,156,0.5,312,Courante HWV 440,,,,
19801,100384,240,1,240,The Laughing Song,Johann Strauss II,,,
19802,100384,250,1,250,The Laughing Song,,,,
19803,100384,260,1,260,The Laughing Song,,,,
19901,100385,300,1,300,Sonata in d minor K.9,Scarlatti,,,
19902,100385,316,1,316,Sonata in d minor K.9,,,,
19903,100385,332,1,332,Sonata in d minor K.9,,,,
20001,100387,80,0.25,320,Serenata Op.15 No.1,Moszkowski,,,
20002,100387,84,0.25,336,Serenata Op.15 No.1,,,,
20003,100387,88,0.25,352,Serenata Op.15 No.1,,,,
20101,100396,95,0.25,380,Gavotte from Mignon,Ambroise Thomas,,,
20102,100396,97,0.25,388,Gavotte from Mignon,,,,
20103,100396,99,0.25,396,Gavotte from Mignon,,,,
20201,100405,95,0.25,380,The Song of the Robin,George W. Warren,,,
20202,100405,99,0.25,396,The Song of the Robin,,,,
20203,100405,103,0.25,412,The Song of the Robin,,,,
20301,100382,160,0.5,320,La Candeur Op.100 No.1,Friedrich Burgnlueller,,,
20302,100382,168,0.5,336,La Candeur Op.100 No.1,,,,
20303,100382,176,0.5,352,La Candeur Op.100 No.1,,,,
20401,100395,90,0.25,360,Sunflower Slow Drag,Scott Joplin,,,
20402,100395,94,0.25,376,Sunflower Slow Drag,,,,
20403,100395,98,0.25,392,Sunflower Slow Drag,,,,
20501,100415,95,0.25,380,Sylvia-Pizzicato,Leo Delibes,,,
20502,100415,99,0.25,396,Sylvia-Pizzicato,,,,
20503,100415,103,0.25,412,Sylvia-Pizzicato,,,,
20601,100406,120,0.5,240,Entr'acte-Gavotte Op.13,Ernest Gillet,,,
20602,100406,124,0.5,248,Entr'acte-Gavotte Op.13,,,,
20603,100406,128,0.5,256,Entr'acte-Gavotte Op.13,,,,
20701,100404,160,0.5,320,A Concert Waltz,Scott Joplin,,,
20702,100404,168,0.5,336,A Concert Waltz,,,,
20703,100404,176,0.5,352,A Concert Waltz,,,,
20801,100445,95,0.25,380,Suite BWV 1012-3.Courante,J.S. Bach,,,
20802,100445,99,0.25,396,Suite BWV 1012-3.Courante,,,,
20803,100445,103,0.25,412,Suite BWV 1012-3.Courante,,,,
20901,100416,120,0.5,240,Gypsies Op.138 No.19,Stephen Heller,,,
20902,100416,128,0.5,256,Gypsies Op.138 No.19,,,,
20903,100416,136,0.5,272,Gypsies Op.138 No.19,,,,
21001,100414,90,0.25,360,The Easy Winners,Scott Joplin,,,
21002,100414,94,0.25,376,The Easy Winners,,,,
21003,100414,98,0.25,392,The Easy Winners,,,,
21101,100019,78,0.25,312,Korobeiniki,Russian Folk Music,,,
21102,100019,84,0.25,336,Korobeiniki,,,,
21103,100019,89,0.25,356,Korobeiniki,,,,
21201,100417,140,0.5,280,A Real Slow Drag,Scott Joplin,,,
21202,100417,148,0.5,296,A Real Slow Drag,,,,
21203,100417,156,0.5,312,A Real Slow Drag,,,,
21301,100418,90,0.25,360,Cello Suite No.1 in G,J.S. Bach,,,
21302,100418,92,0.25,368,Cello Suite No.1 in G,,,,
21303,100418,94,0.25,376,Cello Suite No.1 in G,,,,
21401,100419,140,0.5,280,Sonata in E Major K.20,Scarlatti,,,
21402,100419,144,0.5,288,Sonata in E Major K.20,,,,
21403,100419,148,0.5,296,Sonata in E Major K.20,,,,
21501,100420,150,0.5,300,Coppelia-Waltz,Leo Delibes,,,
21502,100420,158,0.5,316,Coppelia-Waltz,,,,
21503,100420,166,0.5,332,Coppelia-Waltz,,,,
21601,100421,90,0.25,360,Two Part Invention No.8,J.S. Bach,,,
21602,100421,94,0.25,376,Two Part Invention No.8,,,,
21603,100421,98,0.25,392,Two Part Invention No.8,,,,
21701,100422,210,1,210,Petite Valse Op.10 No.2,Genari Karganov,,,
21702,100422,226,1,226,Petite Valse Op.10 No.2,,,,
21703,100422,242,1,242,Petite Valse Op.10 No.2,,,,
21801,100423,120,0.5,240,Canzonetta,Benjamin Godard,,,
21802,100423,128,0.5,256,Canzonetta,,,,
21803,100423,136,0.5,272,Canzonetta,,,,
21901,100424,85,0.25,340,Hungarian Dance No.7,Johannes Brahms,,,
21902,100424,89,0.25,356,Hungarian Dance No.7,,,,
21903,100424,93,0.25,372,Hungarian Dance No.7,,,,
22001,100425,270,1,270,Thine Alone Op.54,Gustav Lange,,,
22002,100425,286,1,286,Thine Alone Op.54,,,,
22003,100425,302,1,302,Thine Alone Op.54,,,,
22101,100443,85,0.25,340,Something Doing,Scott Joplin,,,
22102,100443,89,0.25,356,Something Doing,,,,
22103,100443,93,0.25,372,Something Doing,,,,
22201,100444,90,0.25,360,Sonatina Op.20 No.1 Mvt.3,Kuhlau,,,
22202,100444,92,0.25,368,Sonatina Op.20 No.1 Mvt.3,,,,
22203,100444,94,0.25,376,Sonatina Op.20 No.1 Mvt.3,,,,
22301,100022,83,0.25,332,The Swan,Saint-Seans,,,
22302,100022,170,0.5,340,The Swan,,,,
22303,100022,88,0.25,352,The Swan,,,,
22401,100446,90,0.25,360,The Parade Of The Tin Soldiers,Leon Jessel,,,
22402,100446,94,0.25,376,The Parade Of The Tin Soldiers,,,,
22403,100446,98,0.25,392,The Parade Of The Tin Soldiers,,,,
22501,100447,120,0.5,240,Lieder Op.52 No.7,Beethoven,,,
22502,100447,128,0.5,256,Lieder Op.52 No.7,,,,
22503,100447,136,0.5,272,Lieder Op.52 No.7,,,,
22601,100448,160,0.5,320,Entry Of The Gladiators,Julius Fucik,,,
22602,100448,168,0.5,336,Entry Of The Gladiators,,,,
22603,100448,176,0.5,352,Entry Of The Gladiators,,,,
22701,100449,85,0.25,340,Swipesy Cakewalk,Scott Joplin,,,
22702,100449,87,0.25,348,Swipesy Cakewalk,,,,
22703,100449,89,0.25,356,Swipesy Cakewalk,,,,
22801,100450,90,0.25,360,Polka Op.39 No.14,Tchaikovsky,,,
22802,100450,92,0.25,368,Polka Op.39 No.14,,,,
22803,100450,94,0.25,376,Polka Op.39 No.14,,,,
22901,100451,150,0.5,300,Sonata in C Major K309 Mvt.1,Mozart,,,
22902,100451,154,0.5,308,Sonata in C Major K309 Mvt.1,,,,
22903,100451,158,0.5,316,Sonata in C Major K309 Mvt.1,,,,
23001,100452,160,0.5,320,Sonatina Op.36-2 Mvt.3,Clementi,,,
23002,100452,168,0.5,336,Sonatina Op.36-2 Mvt.3,,,,
23003,100452,176,0.5,352,Sonatina Op.36-2 Mvt.3,,,,
23101,100453,120,0.5,240,Impromptu Op.142 No.3,Schubert,,,
23102,100453,128,0.5,256,Impromptu Op.142 No.3,,,,
23103,100453,136,0.5,272,Impromptu Op.142 No.3,,,,
23201,100454,230,1,230,Italian Song Op.39 No.15,Tchaikovsky,,,
23202,100454,238,1,238,Italian Song Op.39 No.15,,,,
23203,100454,246,1,246,Italian Song Op.39 No.15,,,,
23301,100455,150,0.5,300,Cabaletta Op.83,Theodore Lack,,,
23302,100455,158,0.5,316,Cabaletta Op.83,,,,
23303,100455,166,0.5,332,Cabaletta Op.83,,,,
23401,100456,100,0.25,400,Etude Op.25 No.9,Chopin,,,
23402,100456,102,0.25,408,Etude Op.25 No.9,,,,
23403,100456,104,0.25,416,Etude Op.25 No.9,,,,
23501,100457,240,1,240,Tempo di Ballo,Scarlatti,,,
23502,100457,248,1,248,Tempo di Ballo,,,,
23503,100457,256,1,256,Tempo di Ballo,,,,
23601,100470,80,0.25,320,A Breeze From Alabama,Scott Joplin,,,
23602,100470,84,0.25,336,A Breeze From Alabama,,,,
23603,100470,88,0.25,352,A Breeze From Alabama,,,,
23701,100471,140,0.5,280,6 Ecossaises WoO 83,Beethoven,,,
23702,100471,148,0.5,296,6 Ecossaises WoO 83,,,,
23703,100471,156,0.5,312,6 Ecossaises WoO 83,,,,
23801,100472,250,1,250,Trompeter Op.33 No.2,Adolf Jensen,,,
23802,100472,258,1,258,Trompeter Op.33 No.2,,,,
23803,100472,266,1,266,Trompeter Op.33 No.2,,,,
23901,100473,110,0.5,220,Album-leaf Op.12 No.7,Grieg,,,
23902,100473,114,0.5,228,Album-leaf Op.12 No.7,,,,
23903,100473,118,0.5,236,Album-leaf Op.12 No.7,,,,
24001,100474,170,0.5,340,Sonatina Op.20 No.1 Mvt.2,Jan Ladislav Dussek,,,
24002,100474,174,0.5,348,Sonatina Op.20 No.1 Mvt.2,,,,
24003,100474,178,0.5,356,Sonatina Op.20 No.1 Mvt.2,,,,
24101,100475,150,0.5,300,Sonata Hob.27 Mvt.3,Haydn,,,
24102,100475,154,0.5,308,Sonata Hob.27 Mvt.3,,,,
24103,100475,158,0.5,316,Sonata Hob.27 Mvt.3,,,,
24201,100476,95,0.5,190,Nocturne Op.55 No.1,Chopin,,,
24202,100476,97,0.5,194,Nocturne Op.55 No.1,,,,
24203,100476,99,0.5,198,Nocturne Op.55 No.1,,,,
24301,100477,90,0.25,360,Sonatina Op.55 No.2 Mvt.3,Kuhlau,,,
24302,100477,92,0.25,368,Sonatina Op.55 No.2 Mvt.3,,,,
24303,100477,94,0.25,376,Sonatina Op.55 No.2 Mvt.3,,,,
24401,100478,290,1,290,L'adieu Op.100 No.12,Friedrich Burgnlueller,,,
24402,100478,306,1,306,L'adieu Op.100 No.12,,,,
24403,100478,322,1,322,L'adieu Op.100 No.12,,,,
24501,100479,75,0.25,300,Suite BWV 1009 Bourree,J.S. Bach,,,
24502,100479,77,0.25,308,Suite BWV 1009 Bourree,,,,
24503,100479,79,0.25,316,Suite BWV 1009 Bourree,,,,
24601,100480,100,0.25,400,Rondo Op.88 No.1 Mvt.3,Kuhlau,,,
24602,100480,101,0.25,404,Rondo Op.88 No.1 Mvt.3,,,,
24603,100480,102,0.25,408,Rondo Op.88 No.1 Mvt.3,,,,
24701,100481,110,0.5,220,Sonatina Op.36-2 Mvt.1,Clementi,,,
24702,100481,112,0.5,224,Sonatina Op.36-2 Mvt.1,,,,
24703,100481,114,0.5,228,Sonatina Op.36-2 Mvt.1,,,,
24801,100482,140,0.5,280,Songs Without Words Op.19 No.2,Mendelssohn,,,
24802,100482,148,0.5,296,Songs Without Words Op.19 No.2,,,,
24803,100482,156,0.5,312,Songs Without Words Op.19 No.2,,,,
24901,100483,120,0.5,240,The Doll's Complaint,Cesar Franck,,,
24902,100483,124,0.5,248,The Doll's Complaint,,,,
24903,100483,128,0.5,256,The Doll's Complaint,,,,
25001,100484,160,0.5,320,La Chevaleresque,Friedrich Burgnlueller,,,
25002,100484,164,0.5,328,La Chevaleresque,,,,
25003,100484,168,0.5,336,La Chevaleresque,,,,
25101,100490,130,0.5,260,Waltz Op.69 No.2,Chopin,,,
25102,100490,138,0.5,276,Waltz Op.69 No.2,,,,
25103,100490,146,0.5,292,Waltz Op.69 No.2,,,,
25201,100491,150,0.5,300,Walzer Op.12 No.2,Grieg,,,
25202,100491,158,0.5,316,Walzer Op.12 No.2,,,,
25203,100491,166,0.5,332,Walzer Op.12 No.2,,,,
25301,100492,110,0.5,220,Spring Song,Mendelssohn,,,
25302,100492,114,0.5,228,Spring Song,,,,
25303,100492,118,0.5,236,Spring Song,,,,
25401,100493,120,0.5,240,Melody in F Op.3 No.1,Anton Rubinstein,,,
25402,100493,128,0.5,256,Melody in F Op.3 No.1,,,,
25403,100493,136,0.5,272,Melody in F Op.3 No.1,,,,
25501,100494,100,0.25,400,Dance Of The Hours,Amilcare Ponchielli,,,
25502,100494,101,0.25,404,Dance Of The Hours,,,,
25503,100494,102,0.25,408,Dance Of The Hours,,,,
25601,100495,100,0.5,200,Polonaise in A Flat Major B.5,Chopin,,,
25602,100495,102,0.5,204,Polonaise in A Flat Major B.5,,,,
25603,100495,104,0.5,208,Polonaise in A Flat Major B.5,,,,
25701,100496,75,0.25,300,Sonata in F Major Hob.23 Mvt.1,Haydn,,,
25702,100496,79,0.25,316,Sonata in F Major Hob.23 Mvt.1,,,,
25703,100496,83,0.25,332,Sonata in F Major Hob.23 Mvt.1,,,,
25801,100497,200,1,200,Walzer Op.325,Johann Strauss II,,,
25802,100497,208,1,208,Walzer Op.325,,,,
25803,100497,216,1,216,Walzer Op.325,,,,
25901,100498,190,0.5,380,Valse Brillante Op.34 No.1,Chopin,,,
25902,100498,198,0.5,396,Valse Brillante Op.34 No.1,,,,
25903,100498,206,0.5,412,Valse Brillante Op.34 No.1,,,,
26001,100499,170,0.5,340,Le Petit Rien,Francois Couperin,,,
26002,100499,174,0.5,348,Le Petit Rien,,,,
26003,100499,178,0.5,356,Le Petit Rien,,,,
26101,100500,110,0.5,220,Sonata in Flat B Major K570 Mvt.2,Mozart,,,
26102,100500,60,0.25,240,Sonata in Flat B Major K570 Mvt.2,,,,
26103,100500,64,0.25,256,Sonata in Flat B Major K570 Mvt.2,,,,
26201,100501,150,0.5,300,Suite HWV 442 G major Chaconne,Handel,,,
26202,100501,152,0.5,304,Suite HWV 442 G major Chaconne,,,,
26203,100501,154,0.5,308,Suite HWV 442 G major Chaconne,,,,
26301,100502,70,0.25,280,Sonata in D Major K284 Mvt.3,Mozart,,,
26302,100502,74,0.25,296,Sonata in D Major K284 Mvt.3,,,,
26303,100502,40,0.125,320,Sonata in D Major K284 Mvt.3,,,,
26401,100503,120,0.5,240,Derniere Pensee Musicale,Weber,,,
26402,100503,128,0.5,256,Derniere Pensee Musicale,,,,
26403,100503,136,0.5,272,Derniere Pensee Musicale,,,,
26501,100504,140,0.5,280,La Cinquantaine,Jean Gabriel Marie,,,
26502,100504,144,0.5,288,La Cinquantaine,,,,
26503,100504,148,0.5,296,La Cinquantaine,,,,
26601,100515,140,0.5,280,Suite in D minor HWV 448 Courante,Handel,,,
26602,100515,144,0.5,288,Suite in D minor HWV 448 Courante,,,,
26603,100515,148,0.5,296,Suite in D minor HWV 448 Courante,,,,
26701,100516,160,0.5,320,Waltz Op.64 No.3 in A Flat,Chopin,,,
26702,100516,164,0.5,328,Waltz Op.64 No.3 in A Flat,,,,
26703,100516,168,0.5,336,Waltz Op.64 No.3 in A Flat,,,,
26801,100517,200,0.5,400,The Chatterbox Op.100 No.17,Friedrich Burgnlueller,,,
26802,100517,202,0.5,404,The Chatterbox Op.100 No.17,,,,
26803,100517,204,0.5,408,The Chatterbox Op.100 No.17,,,,
26901,100518,150,0.5,300,Valse Bleue,Alfred Margis,,,
26902,100518,154,0.5,308,Valse Bleue,,,,
26903,100518,158,0.5,316,Valse Bleue,,,,
27001,100519,130,0.5,260,Traum der Sennerin Op.45,August Labitzky,,,
27002,100519,138,0.5,276,Traum der Sennerin Op.45,,,,
27003,100519,146,0.5,292,Traum der Sennerin Op.45,,,,
27101,100520,190,0.5,380,Rondo in C Major WoO 48,Beethoven,,,
27102,100520,194,0.5,388,Rondo in C Major WoO 48,,,,
27103,100520,198,0.5,396,Rondo in C Major WoO 48,,,,
27201,100521,120,0.5,240,Fleurette-Romance Op.75 No.1,Joachim Raff,,,
27202,100521,124,0.5,248,Fleurette-Romance Op.75 No.1,,,,
27203,100521,128,0.5,256,Fleurette-Romance Op.75 No.1,,,,
27301,100522,200,1,200,Love's Dream After the Ball,Alphons Czibulka,,,
27302,100522,208,1,208,Love's Dream After the Ball,,,,
27303,100522,216,1,216,Love's Dream After the Ball,,,,
27401,100523,90,0.25,360,Le Rappel des oiseaux,Jean-Philippe Rameau,,,
27402,100523,94,0.25,376,Le Rappel des oiseaux,,,,
27403,100523,98,0.25,392,Le Rappel des oiseaux,,,,
27501,100524,150,0.5,300,Bourree in G Major Op.1 No.5,Handel,,,
27502,100524,158,0.5,316,Bourree in G Major Op.1 No.5,,,,
27503,100524,166,0.5,332,Bourree in G Major Op.1 No.5,,,,
27601,100525,250,1,250,Poupee valsante,Ede Poldini,,,
27602,100525,258,1,258,Poupee valsante,,,,
27603,100525,266,1,266,Poupee valsante,,,,
27701,100526,155,0.5,310,The Chinese Serenade,Hermann Fliege,,,
27702,100526,159,0.5,318,The Chinese Serenade,,,,
27703,100526,163,0.5,326,The Chinese Serenade,,,,
27801,100527,100,0.5,200,Douze Etudes de Salon Op.5 No.11,Adolf von Henselt,,,
27802,100527,104,0.5,208,Douze Etudes de Salon Op.5 No.11,,,,
27803,100527,108,0.5,216,Douze Etudes de Salon Op.5 No.11,,,,
27901,100528,160,0.5,320,Waltz Op.70 No.3 in D flat,Chopin,,,
27902,100528,164,0.5,328,Waltz Op.70 No.3 in D flat,,,,
27903,100528,168,0.5,336,Waltz Op.70 No.3 in D flat,,,,
28001,100529,140,0.5,280,Stephanie-Gavotte Op.312,Alphons Czibulka,,,
28002,100529,144,0.5,288,Stephanie-Gavotte Op.312,,,,
28003,100529,148,0.5,296,Stephanie-Gavotte Op.312,,,,
28101,100539,75,0.25,300,Clair de lune Op.46 No.2,Faure,,,
28102,100539,79,0.25,316,Clair de lune Op.46 No.2,,,,
28103,100539,83,0.25,332,Clair de lune Op.46 No.2,,,,
28201,100540,95,0.25,380,Hasche-Mann Op.15 No.3,Robert Schumann,,,
28202,100540,99,0.25,396,Hasche-Mann Op.15 No.3,,,,
28203,100540,103,0.25,412,Hasche-Mann Op.15 No.3,,,,
28301,100541,190,0.5,380,Madding Wind,Clack Chen,,,
28302,100541,194,0.5,388,Madding Wind,,,,
28303,100541,198,0.5,396,Madding Wind,,,,
28401,100542,140,0.5,280,By the Fireside Op.15 No.8,Robert Schumann,,,
28402,100542,148,0.5,296,By the Fireside Op.15 No.8,,,,
28403,100542,156,0.5,312,By the Fireside Op.15 No.8,,,,
28501,100543,140,0.5,280,La Czarine-Mazurka,Louis Ganne,,,
28502,100543,148,0.5,296,La Czarine-Mazurka,,,,
28503,100543,156,0.5,312,La Czarine-Mazurka,,,,
28601,100544,160,0.5,320,Gavotte en Rondeau,Jean-Baptiste Lully,,,
28602,100544,168,0.5,336,Gavotte en Rondeau,,,,
28603,100544,176,0.5,352,Gavotte en Rondeau,,,,
28701,100545,150,0.5,300,The Shepherd's Return Op.109 No.3,Friedrich Burgnlueller,,,
28702,100545,158,0.5,316,The Shepherd's Return Op.109 No.3,,,,
28703,100545,166,0.5,332,The Shepherd's Return Op.109 No.3,,,,
28801,100546,150,0.5,300,Serenade Op.19 No.2,Ole Olsen,,,
28802,100546,158,0.5,316,Serenade Op.19 No.2,,,,
28803,100546,166,0.5,332,Serenade Op.19 No.2,,,,
28901,100547,100,0.25,400,Mazurka in B flat Op.7 No.1,Chopin,,,
28902,100547,104,0.25,416,Mazurka in B flat Op.7 No.1,,,,
28903,100547,108,0.25,432,Mazurka in B flat Op.7 No.1,,,,
29001,100548,150,0.5,300,Divertimento K.334 Menuetto,Mozart,,,
29002,100548,154,0.5,308,Divertimento K.334 Menuetto,,,,
29003,100548,158,0.5,316,Divertimento K.334 Menuetto,,,,
29101,100549,120,0.5,240,Con Amore,Sydney Smith,,,
29102,100549,128,0.5,256,Con Amore,,,,
29103,100549,136,0.5,272,Con Amore,,,,
29201,100550,90,0.25,360,Puerta de tierra Op.71 No.5,Isaac Albeniz,,,
29202,100550,94,0.25,376,Puerta de tierra Op.71 No.5,,,,
29203,100550,98,0.25,392,Puerta de tierra Op.71 No.5,,,,
29301,100551,140,0.5,280,Mazurka in D Op.33 No.2,Chopin,,,
29302,100551,148,0.5,296,Mazurka in D Op.33 No.2,,,,
29303,100551,156,0.5,312,Mazurka in D Op.33 No.2,,,,
29401,100552,100,0.25,400,Sonatina Op.55 No.3 Mvt.1,Kuhlau,,,
29402,100552,102,0.25,408,Sonatina Op.55 No.3 Mvt.1,,,,
29403,100552,104,0.25,416,Sonatina Op.55 No.3 Mvt.1,,,,
29501,100553,130,0.5,260,Sonatina Op.36 No.5 Mvt.3,Clementi,,,
29502,100553,132,0.5,264,Sonatina Op.36 No.5 Mvt.3,,,,
29503,100553,134,0.5,268,Sonatina Op.36 No.5 Mvt.3,,,,
29601,100563,250,1,250,Je te veux,Erik Satie,,,
29602,100563,260,1,260,Je te veux,,,,
